journey_id,booking_date,checkin_date,checkout_date,ota_id,language,is_in_app,item_id
67291,2019-02-07,2019-04-01,2019-04-07,1304,en,False,3835320
67292,2019-02-07,2019-03-06,2019-03-10,1512,en,False,3835320
67293,2019-02-07,2019-03-06,2019-03-10,1512,,,3835320
67294,2019-02-08,2019-04-03,2019-04-10,1512,en,False,3835320
67295,2019-02-08,2019-02-22,2019-02-23,1512,en,False,3835320
67296,2019-02-08,2019-04-03,2019-04-07,1512,,,3835320
67297,2019-02-08,2019-04-03,2019-04-07,1512,en,False,3835320
67298,2019-02-08,2019-02-21,2019-02-24,1512,en,False,3835320
67299,2019-02-08,2019-02-21,2019-02-24,1512,,,3835320
67303,2019-02-08,2019-02-12,2019-02-13,1512,nl,False,747336
67306,2019-02-08,2019-02-09,2019-02-10,1512,en,False,71484
67307,2019-02-08,2019-02-09,2019-02-10,1512,,,71484
67308,2019-02-08,2019-02-19,2019-02-26,1304,en,False,2784366
67309,2019-02-08,2019-02-20,2019-02-25,1232,en,False,101505
67310,2019-02-08,2019-02-16,2019-02-17,1304,en,False,151940
67311,2019-02-08,2019-02-20,2019-03-02,1304,en,False,944813
67312,2019-02-08,2019-02-24,2019-02-26,1304,en,False,119387
67313,2019-02-08,2019-03-21,2019-03-23,1512,en,False,119387
67314,2019-02-08,2019-02-12,2019-02-13,1304,en,False,119387
67315,2019-02-08,2019-02-14,2019-02-17,1806,sv,False,3194392
67319,2019-02-08,2019-02-16,2019-02-17,297,en,False,8360
67320,2019-02-08,2019-02-11,2019-02-15,2364,en,False,5207896
67343,2019-02-08,2019-02-23,2019-02-24,297,en,False,56532
67344,2019-02-05,2019-02-23,2019-02-27,1232,en,False,1332317
67345,2019-02-09,2019-02-19,2019-02-20,297,en,False,63492
67346,2019-02-09,2019-02-15,2019-02-18,1304,en,False,44299
67348,2019-02-07,2019-02-26,2019-02-27,1304,en,False,67753
67354,2019-02-09,2019-02-16,2019-02-18,1232,en,False,43816
67355,2019-02-09,2019-02-12,2019-02-13,860,en,False,3793736
67372,2019-02-09,2019-02-16,2019-02-17,1512,en,False,999763
67373,2019-02-09,2019-02-10,2019-02-12,297,en,False,357676
67374,2019-02-09,2019-02-13,2019-02-14,1304,en,False,65461
67411,2019-02-07,2019-02-24,2019-02-27,1232,en,False,1532441
67412,2019-02-09,2019-02-13,2019-02-16,1512,en,False,2001985
67414,2019-02-09,2019-03-01,2019-03-04,1512,en,False,55725
67415,2019-02-10,2019-02-21,2019-02-25,1512,en,False,55725
67418,2019-02-10,2019-02-11,2019-02-12,267,en,False,997261
67420,2019-02-07,2019-05-17,2019-05-20,1512,en,False,129621
67421,2019-02-09,2019-02-15,2019-02-17,1512,en,False,129621
67422,2019-02-10,2019-02-14,2019-02-16,1512,en,False,129621
67423,2019-02-10,2019-02-12,2019-02-15,1512,en,False,11951
67424,2019-02-10,2019-02-11,2019-02-12,860,en,False,972493
67425,2019-02-10,2019-02-19,2019-02-20,1806,en,False,6416
67426,2019-02-10,2019-02-17,2019-02-22,2060,,,5678770
67427,2019-02-10,2019-02-17,2019-02-22,2060,fi,False,5678770
67430,2019-02-10,2019-02-12,2019-02-18,2312,en,False,6160462
67440,2019-02-10,2019-02-16,2019-02-17,2024,en,False,38929
67442,2019-02-09,2019-04-12,2019-04-15,1512,en,False,3194392
67443,2019-02-10,2019-02-15,2019-02-17,1232,en,False,35638
67444,2019-02-09,2019-02-22,2019-02-25,1512,nl,False,45702
67456,2019-02-10,2019-02-14,2019-02-15,1806,en,False,85859
67460,2019-02-10,2019-02-20,2019-02-21,2496,en,False,3053540
67461,2019-02-10,2019-02-13,2019-02-14,2496,en,False,3053540
67462,2019-02-10,2019-02-17,2019-02-28,1512,da,False,439921
67473,2019-02-10,2019-02-16,2019-02-18,2024,en,False,4242454
67485,2019-02-10,2019-02-14,2019-02-15,1806,en,False,4204430
67488,2019-02-09,2019-02-23,2019-02-28,1232,en,False,7977
67497,2019-02-08,2019-02-21,2019-02-26,1760,en,False,3100994
67501,2019-02-10,2019-02-15,2019-02-16,1304,en,False,44258
67531,2019-02-07,2019-02-25,2019-02-28,1806,en,False,5005710
67532,2019-02-09,2019-04-19,2019-04-22,2060,nl,False,5005710
67533,2019-02-06,2019-02-14,2019-02-19,1232,en,False,360766
67534,2019-02-07,2019-02-25,2019-03-07,1232,en,False,360766
67535,2019-02-06,2019-03-22,2019-03-23,1232,en,False,360766
67539,2019-02-11,2019-02-12,2019-02-16,1512,en,False,881925
67541,2019-02-07,2019-03-12,2019-03-15,1232,en,False,8428
67542,2019-02-10,2019-04-03,2019-04-07,1304,en,False,8428
67543,2019-02-11,2019-02-14,2019-02-15,1304,en,False,8428
67544,2019-02-11,2019-02-15,2019-02-18,1232,en,False,67158
67545,2019-02-11,2019-02-14,2019-02-16,1512,en,False,1332296
67546,2019-02-07,2019-02-12,2019-02-13,1512,en,False,56081
67547,2019-02-10,2019-02-12,2019-02-13,1512,en,False,56081
67548,2019-02-11,2019-02-14,2019-02-16,2496,en,False,2859600
67549,2019-02-11,2019-02-12,2019-02-13,1512,en,False,56081
67554,2019-02-11,2019-02-12,2019-02-15,297,en,False,73668
67555,2019-02-11,2019-02-22,2019-02-24,1512,en,False,9169608
67557,2019-02-11,2019-02-12,2019-02-13,2496,en,False,1646607
67559,2019-02-11,2019-03-01,2019-03-03,1806,nl,False,5005710
67560,2019-02-11,2019-02-13,2019-02-26,2782,en,False,508296
67562,2019-02-11,2019-02-15,2019-02-17,1806,en,False,12115
67565,2019-02-06,2019-02-25,2019-02-28,1806,en,False,922089
67573,2019-02-07,2019-02-25,2019-02-28,1806,en,False,25887
67574,2019-02-11,2019-02-22,2019-02-23,281,nl,False,3499482
67582,2019-02-11,2019-02-23,2019-02-24,1806,en,False,14036
67583,2019-02-08,2019-03-01,2019-03-04,2782,en,False,5722482
67584,2019-02-08,2019-03-15,2019-03-17,2782,en,False,5722482
67586,2019-02-11,2019-02-22,2019-02-25,2782,en,False,5722482
67587,2019-02-11,2019-03-05,2019-03-10,2060,fi,False,5722482
67588,2019-02-11,2019-02-13,2019-02-17,277,en,False,35273
67591,2019-02-11,2019-02-16,2019-02-17,38,en,False,2076612
67593,2019-02-10,2019-02-22,2019-02-24,21,en,False,970475
67599,2019-02-11,2019-02-16,2019-02-17,1304,en,False,10104980
67603,2019-02-11,2019-02-20,2019-02-21,1304,en,False,1338480
67607,2019-02-11,2019-02-15,2019-02-16,1304,en,False,75338
67609,2019-02-11,2019-02-23,2019-02-26,1304,en,False,64603
67623,2019-02-11,2019-02-16,2019-02-17,1304,en,False,8895
67631,2019-02-09,2019-02-15,2019-02-17,996,en,False,551846
67665,2019-02-11,2019-02-26,2019-02-27,1806,en,False,918963
67666,2019-02-10,2019-05-17,2019-05-24,1304,en,False,67753
67674,2019-02-09,2019-02-14,2019-02-15,1806,en,False,40945
67675,2019-02-12,2019-02-23,2019-02-24,1304,en,False,3248620
67676,2019-02-12,2019-02-22,2019-02-24,1232,en,False,2196582
67677,2019-02-12,2019-02-22,2019-02-25,2060,en,False,3865508
67678,2019-02-12,2019-02-16,2019-02-18,1232,en,False,1950575
67679,2019-02-12,2019-02-13,2019-02-14,996,en,False,158576
67680,2019-02-12,2019-02-13,2019-02-14,1304,en,False,56542
67681,2019-02-12,2019-02-17,2019-02-18,1304,en,False,67528
67682,2019-02-12,2019-02-15,2019-02-17,1304,en,False,904977
67683,2019-02-12,2019-02-26,2019-02-27,1806,en,False,18504
67684,2019-02-08,2019-03-12,2019-03-14,2782,en,False,18504
67685,2019-02-12,2019-02-25,2019-02-26,1806,en,False,624971
67686,2019-02-12,2019-02-23,2019-02-24,1792,nb,False,33683
67687,2019-02-12,2019-02-15,2019-02-16,1806,en,False,6597006
67689,2019-02-12,2019-02-14,2019-02-15,1806,en,False,48117
67690,2019-02-05,2019-04-05,2019-04-10,1304,en,False,67202
67691,2019-02-05,2019-02-21,2019-02-24,1304,en,False,67202
67692,2019-02-05,2019-05-16,2019-05-20,1304,en,False,67202
67693,2019-02-07,2019-03-01,2019-03-03,1304,en,False,67202
67694,2019-02-08,2019-02-22,2019-02-24,1304,en,False,67202
67695,2019-02-12,2019-02-18,2019-02-21,1760,en,False,67202
67700,2019-02-12,2019-02-14,2019-02-15,2024,en,False,38520
67702,2019-02-12,2019-02-23,2019-02-24,1806,nl,False,326511
67703,2019-02-12,2019-02-19,2019-02-27,2060,nl,False,1169022
67705,2019-02-12,2019-02-19,2019-02-20,1806,en,False,6010
67706,2019-02-12,2019-03-19,2019-03-20,1806,en,False,6010
67708,2019-02-12,2019-02-24,2019-02-27,1760,en,False,2578824
67710,2019-02-12,2019-02-16,2019-02-18,1304,en,False,99488
67718,2019-02-12,2019-02-15,2019-02-18,1232,en,False,219026
67719,2019-02-12,2019-02-22,2019-02-23,1806,en,False,2627736
67720,2019-02-08,2019-03-22,2019-03-23,1806,en,False,2627736
67726,2019-02-12,2019-02-15,2019-02-16,1512,en,False,151940
67735,2019-02-12,2019-02-26,2019-03-01,1304,en,False,2594021
67737,2019-02-07,2019-02-14,2019-02-15,1304,en,False,2594021
67756,2019-02-12,2019-02-16,2019-02-17,1304,en,False,1800703
67779,2019-02-10,2019-02-27,2019-03-02,1806,nl,False,110068
67782,2019-02-13,2019-02-17,2019-02-18,1304,en,False,160152
67783,2019-02-07,2019-05-10,2019-05-12,1304,en,False,3084621
67784,2019-02-10,2019-03-06,2019-03-09,1304,en,False,3084621
67785,2019-02-13,2019-02-14,2019-02-15,1304,en,False,3084621
67786,2019-02-05,2019-02-15,2019-02-18,2060,nl,False,67227
67787,2019-02-13,2019-02-23,2019-02-24,1304,en,False,67227
67794,2019-02-13,2019-02-15,2019-02-18,1806,fi,False,1004895
67795,2019-02-13,2019-02-17,2019-02-18,2024,en,False,74630
67796,2019-02-13,2019-02-17,2019-02-21,860,en,False,9506996
67797,2019-02-13,2019-02-14,2019-02-15,1806,en,False,52818
67798,2019-02-13,2019-02-16,2019-02-18,1304,en,False,72602
67799,2019-02-13,2019-02-15,2019-02-16,1304,en,False,72602
67802,2019-02-13,2019-04-07,2019-04-15,1806,en,False,18515
67803,2019-02-12,2019-02-27,2019-02-28,1806,en,False,18515
67805,2019-02-10,2019-02-15,2019-02-18,1304,en,False,2738414
67815,2019-02-13,2019-02-17,2019-02-22,2060,nl,False,3367530
67836,2019-02-13,2019-02-17,2019-02-18,996,en,False,2569552
67867,2019-02-13,2019-02-28,2019-03-03,2060,nl,False,6597006
67868,2019-02-10,2019-02-25,2019-02-27,1806,en,False,98917
67870,2019-02-14,2019-02-18,2019-02-20,1806,en,False,98917
67873,2019-02-14,2019-02-22,2019-03-04,1232,en,False,1335460
67874,2019-02-14,2019-02-17,2019-02-18,1806,en,False,85851
67876,2019-02-14,2019-02-23,2019-02-24,1806,nl,False,42153
67877,2019-02-14,2019-02-25,2019-03-01,1806,en,False,5478476
67881,2019-02-14,2019-02-15,2019-02-28,1760,en,False,3233978
67882,2019-02-07,2019-02-23,2019-02-24,1806,en,False,47151
67884,2019-02-09,2019-05-03,2019-05-06,1512,en,False,47151
67885,2019-02-14,2019-02-16,2019-02-17,1806,en,False,47151
67886,2019-02-11,2019-02-16,2019-02-17,1806,en,False,47151
67888,2019-02-14,2019-02-23,2019-02-24,1512,en,False,47151
67889,2019-02-14,2019-02-19,2019-02-20,1806,en,False,6010
67890,2019-02-14,2019-02-20,2019-02-22,2782,en,False,1321140
67891,2019-02-08,2019-03-08,2019-03-10,1806,en,False,48149
67892,2019-02-13,2019-02-28,2019-03-04,2060,da,False,48149
67894,2019-02-12,2019-02-21,2019-02-22,1806,en,False,11366
67895,2019-02-14,2019-02-26,2019-02-27,1806,en,False,11366
67902,2019-02-14,2019-02-16,2019-02-17,2024,en,False,44842
67903,2019-02-10,2019-02-27,2019-03-06,2782,en,False,96695
67907,2019-02-14,2019-02-23,2019-02-24,297,en,False,72798
67908,2019-02-14,2019-02-23,2019-02-24,297,en,False,72798
67909,2019-02-14,2019-02-15,2019-02-16,1806,en,False,3134112
67913,2019-02-14,2019-02-16,2019-02-19,482,en,False,5770028
67914,2019-02-14,2019-02-15,2019-02-18,2172,,,2662406
67916,2019-02-14,2019-02-15,2019-02-16,2172,,,2662406
67917,2019-02-14,2019-05-22,2019-05-23,2242,en,False,99535
67918,2019-02-15,2019-02-25,2019-02-26,2172,en,False,8443136
67920,2019-02-14,2019-02-23,2019-02-25,2172,,,1388692
67921,2019-02-14,2019-02-23,2019-02-24,2502,,,1388692
67922,2019-02-14,2019-02-19,2019-02-24,2172,en,False,8430040
67923,2019-02-14,2019-02-16,2019-02-18,2172,,,8430040
67924,2019-02-14,2019-02-18,2019-02-20,2172,,,8430040
67925,2019-02-14,2019-02-19,2019-02-20,436,,,7834430
67926,2019-02-14,2019-03-15,2019-03-16,2242,en,False,344146
67927,2019-02-14,2019-02-15,2019-02-16,2242,en,False,344146
67928,2019-02-14,2019-02-15,2019-02-16,2242,en,False,344146
67929,2019-02-14,2019-02-15,2019-02-16,2242,en,False,344146
67930,2019-02-14,2019-03-19,2019-03-20,2242,en,False,344146
67931,2019-02-14,2019-02-15,2019-02-16,1944,,,11341950
67932,2019-02-14,2019-03-02,2019-03-03,1944,,,10900494
67933,2019-02-14,2019-02-18,2019-02-19,860,en,False,12813
67934,2019-02-14,2019-02-24,2019-02-26,1944,en,False,9285152
67935,2019-02-14,2019-02-15,2019-02-16,436,,,972113
67936,2019-02-14,2019-02-15,2019-02-16,2242,,,5060372
67937,2019-02-14,2019-02-23,2019-02-25,1944,,,7211134
67939,2019-02-14,2019-02-22,2019-02-24,998,sv,False,42031
67940,2019-02-14,2019-02-17,2019-02-19,2242,,,4468986
67941,2019-02-14,2019-02-25,2019-02-26,2172,,,7176816
67942,2019-02-13,2019-03-16,2019-03-18,1232,en,False,3488930
67944,2019-02-14,2019-02-16,2019-02-19,1944,,,3766216
67945,2019-02-14,2019-02-23,2019-02-27,532,en,False,2256990
67946,2019-02-14,2019-02-19,2019-02-20,2242,en,False,1892171
67947,2019-02-14,2019-02-16,2019-02-17,1944,,,9611174
67948,2019-02-14,2019-02-15,2019-02-16,1944,,,9611174
67949,2019-02-14,2019-02-15,2019-02-18,436,,,70745
67950,2019-02-14,2019-02-18,2019-02-19,141,en,False,943585
67951,2019-02-14,2019-02-18,2019-02-19,2242,,,2101898
67953,2019-02-14,2019-02-19,2019-02-20,1944,en,False,11241834
67954,2019-02-14,2019-02-24,2019-02-27,2686,,,1022321
67958,2019-02-14,2019-02-15,2019-02-16,2172,,,3486976
67959,2019-02-14,2019-02-17,2019-02-18,482,,,85808
67960,2019-02-14,2019-02-15,2019-02-16,2172,,,1333820
67961,2019-02-14,2019-02-15,2019-02-16,2242,en,False,436511
67962,2019-02-14,2019-02-15,2019-02-18,2242,,,2661708
67963,2019-02-14,2019-02-22,2019-02-23,1944,en,False,8337248
67964,2019-02-15,2019-02-22,2019-02-23,1944,en,False,8337248
67966,2019-02-14,2019-02-15,2019-02-16,2242,en,False,692761
67967,2019-02-14,2019-02-17,2019-02-18,664,,,1875705
67968,2019-02-14,2019-02-16,2019-02-18,2686,en,False,4518412
67969,2019-02-14,2019-02-24,2019-02-25,2242,en,False,147511
67970,2019-02-14,2019-02-17,2019-02-24,64,en,False,1131091
67971,2019-02-14,2019-02-24,2019-02-28,482,da,False,5840740
67972,2019-02-14,2019-02-16,2019-02-17,436,en,False,1930543
67973,2019-02-14,2019-02-18,2019-02-19,664,en,False,97076
67974,2019-02-14,2019-02-18,2019-02-21,1944,,,6056508
67975,2019-02-14,2019-02-17,2019-02-20,2242,en,False,4164744
67976,2019-02-14,2019-03-15,2019-03-16,2242,en,False,4164744
67977,2019-02-14,2019-02-21,2019-02-23,1944,,,8901992
67978,2019-02-14,2019-02-16,2019-02-17,1944,,,8901992
67979,2019-02-14,2019-02-21,2019-02-23,860,en,False,130368
67980,2019-02-15,2019-02-16,2019-02-17,436,en,False,1019723
67981,2019-02-13,2019-02-22,2019-02-24,436,,,202636
67982,2019-02-14,2019-02-16,2019-02-17,436,nl,False,326511
67983,2019-02-14,2019-02-19,2019-02-20,436,,,1251674
67985,2019-02-14,2019-02-15,2019-02-17,2686,en,False,3885842
67986,2019-02-15,2019-02-15,2019-02-16,2242,,,2627030
67987,2019-02-15,2019-02-16,2019-02-17,2242,,,2627030
67989,2019-02-15,2019-02-18,2019-02-19,436,en,False,2146120
67990,2019-02-14,2019-02-19,2019-02-20,2172,,,4568362
67991,2019-02-14,2019-02-17,2019-02-18,1758,en,False,4387778
67992,2019-02-14,2019-03-03,2019-03-04,2242,en,False,147515
67993,2019-02-14,2019-02-18,2019-02-19,2242,en,False,147515
67994,2019-02-14,2019-02-17,2019-02-19,2242,en,False,147515
67995,2019-02-14,2019-02-16,2019-02-17,2242,en,False,4341566
67996,2019-02-14,2019-02-16,2019-02-17,2686,,,1921969
67997,2019-02-14,2019-02-16,2019-02-17,436,,,491686
67998,2019-02-14,2019-02-23,2019-02-25,2242,en,False,1560257
67999,2019-02-14,2019-02-22,2019-02-25,1370,,,510411
68000,2019-02-15,2019-02-18,2019-02-19,2242,,,2640200
68001,2019-02-14,2019-02-16,2019-02-19,2686,,,5435632
68002,2019-02-14,2019-02-16,2019-02-17,2686,,,4995386
68003,2019-02-14,2019-02-15,2019-02-16,1944,en,False,9399978
68004,2019-02-14,2019-02-17,2019-02-19,1944,en,False,7859990
68005,2019-02-14,2019-02-17,2019-02-19,1944,en,False,7859990
68006,2019-02-14,2019-02-15,2019-02-16,1944,,,7859990
68007,2019-02-14,2019-02-16,2019-02-17,1944,,,7859990
68008,2019-02-14,2019-03-10,2019-03-11,1944,en,False,7859990
68009,2019-02-14,2019-02-19,2019-02-20,2242,,,3050754
68010,2019-02-14,2019-02-17,2019-02-23,2614,en,False,9054014
68011,2019-02-14,2019-02-16,2019-02-17,1944,en,False,2662536
68012,2019-02-14,2019-02-25,2019-02-27,2242,,,688516
68013,2019-02-14,2019-02-15,2019-02-16,482,en,False,688516
68014,2019-02-14,2019-02-15,2019-02-16,1944,en,False,9837548
68015,2019-02-14,2019-02-15,2019-02-16,1944,en,False,11225632
68017,2019-02-14,2019-02-21,2019-02-23,1944,,,11139970
68018,2019-02-14,2019-02-15,2019-02-16,2686,en,False,1415614
68019,2019-02-14,2019-02-17,2019-02-18,2686,en,False,1415614
68020,2019-02-14,2019-02-16,2019-02-17,1944,,,10683666
68021,2019-02-14,2019-02-22,2019-02-25,436,,,125558
68022,2019-02-14,2019-02-15,2019-02-17,2686,en,False,3252778
68023,2019-02-14,2019-02-17,2019-02-19,436,,,11324464
68024,2019-02-14,2019-02-23,2019-02-24,664,,,4531924
68025,2019-02-14,2019-02-16,2019-02-17,1758,en,False,10301092
68026,2019-02-14,2019-02-15,2019-02-16,1944,,,344081
68027,2019-02-14,2019-02-25,2019-03-05,436,,,1206889
68028,2019-02-14,2019-02-15,2019-02-16,1944,,,6621170
68029,2019-02-08,2019-02-16,2019-02-17,1304,en,False,8803
68030,2019-02-08,2019-02-16,2019-02-17,1304,en,False,8803
68031,2019-02-10,2019-02-16,2019-02-17,1304,en,False,8803
68032,2019-02-14,2019-02-21,2019-02-22,860,en,False,8803
68033,2019-02-14,2019-02-16,2019-02-18,1944,en,False,9040630
68034,2019-02-15,2019-02-22,2019-02-24,1944,,,7116050
68035,2019-02-14,2019-02-16,2019-02-19,1944,,,2215350
68036,2019-02-14,2019-03-01,2019-03-06,1944,,,2215350
68037,2019-02-13,2019-02-22,2019-02-24,482,en,False,437476
68038,2019-02-14,2019-02-15,2019-02-16,2686,en,False,1403088
68039,2019-02-14,2019-02-16,2019-02-17,2242,en,False,4472642
68040,2019-02-14,2019-02-19,2019-02-20,2718,en,False,80696
68041,2019-02-14,2019-02-16,2019-02-17,436,en,False,5801502
68042,2019-02-14,2019-02-27,2019-03-01,436,en,False,47160
68043,2019-02-14,2019-02-16,2019-02-17,436,,,75307
68044,2019-02-14,2019-02-15,2019-02-17,860,fi,False,5405808
68045,2019-02-14,2019-02-15,2019-02-18,2242,en,False,5111530
68046,2019-02-14,2019-02-23,2019-02-24,436,en,False,98868
68047,2019-02-14,2019-02-18,2019-02-19,482,,,18459
68048,2019-02-13,2019-02-15,2019-02-16,482,en,False,8383852
